"Date","Flow.Type","Group","PAF","Sampling.Year","Site.Code","Site.Name","Source","Value"
2023-01-05,"Discharge_cumecs","Fungicide.PRM",0.00293292959458333,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.014
2023-01-06,"Discharge_cumecs","Fungicide.PRM",0.00561611239833333,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.013
2023-01-07,"Discharge_cumecs","Fungicide.PRM",0.00655700967791667,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.012
2023-01-08,"Discharge_cumecs","Fungicide.PRM",0.00396526853541667,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.012
2023-01-09,"Discharge_cumecs","Fungicide.PRM",0.00290389485041667,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.012
2023-01-10,"Discharge_cumecs","Fungicide.PRM",0.00198480326708333,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.011
2023-01-11,"Discharge_cumecs","Fungicide.PRM",0.00555804291,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.011
2023-01-12,"Discharge_cumecs","Fungicide.PRM",0.00839953027333333,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.011
2023-01-13,"Discharge_cumecs","Fungicide.PRM",0.00474496963625,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.014
2023-01-14,"Discharge_cumecs","Fungicide.PRM",0.00747899288041667,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.014
2023-01-15,"Discharge_cumecs","Fungicide.PRM",0.00477834180916667,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.013
2023-01-16,"Discharge_cumecs","Fungicide.PRM",0.000127011118333333,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.015
2023-01-17,"Discharge_cumecs","Fungicide.PRM",4.46e-09,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.074
2023-01-17,"Discharge_cumecs","Fungicide.PRM",0.002404483,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.161
2023-01-17,"Discharge_cumecs","Fungicide.PRM",0.00404062432454545,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.269
2023-01-18,"Discharge_cumecs","Fungicide.PRM",0.00278017813666667,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.112
2023-01-19,"Discharge_cumecs","Fungicide.PRM",0.00736929496416667,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.049
2023-01-20,"Discharge_cumecs","Fungicide.PRM",0.00462788322,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.045
2023-01-21,"Discharge_cumecs","Fungicide.PRM",0.00278734019625,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.02
2023-01-22,"Discharge_cumecs","Fungicide.PRM",0.00646103541041667,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.015
2023-01-23,"Discharge_cumecs","Fungicide.PRM",0.022090281,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.015
2023-01-23,"Discharge_cumecs","Fungicide.PRM",0.00193949852130435,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.015
2023-01-24,"Discharge_cumecs","Fungicide.PRM",0.00185461569,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.015
2023-01-25,"Discharge_cumecs","Fungicide.PRM",0.00185920733291667,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.014
2023-01-26,"Discharge_cumecs","Fungicide.PRM",0.00187559513083333,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.015
2023-01-27,"Discharge_cumecs","Fungicide.PRM",0.00921702127375,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.014
2023-01-28,"Discharge_cumecs","Fungicide.PRM",0.00646437705333333,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.015
2023-01-29,"Discharge_cumecs","Fungicide.PRM",0.00461947116041667,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.015
2023-01-30,"Discharge_cumecs","Fungicide.PRM",0.00187068980916667,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.015
2023-01-31,"Discharge_cumecs","Fungicide.PRM",0.0055478327975,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.016
2023-02-01,"Discharge_cumecs","Fungicide.PRM",0.00464011569625,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.023
2023-02-02,"Discharge_cumecs","Fungicide.PRM",0.00645210212458333,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.131
2023-02-03,"Discharge_cumecs","Fungicide.PRM",0.00370390567833333,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.105
2023-02-04,"Discharge_cumecs","Fungicide.PRM",0.00644803170791667,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.054
2023-02-05,"Discharge_cumecs","Fungicide.PRM",9.82e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.042
2023-02-05,"Discharge_cumecs","Fungicide.PRM",0.00578121997478261,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.042
2023-02-06,"Discharge_cumecs","Fungicide.PRM",0.00554094196416667,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.042
2023-02-07,"Discharge_cumecs","Fungicide.PRM",0.00463218241041667,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.039
2023-02-08,"Discharge_cumecs","Fungicide.PRM",0.00370799732125,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.025
2023-02-09,"Discharge_cumecs","Fungicide.PRM",0.00646842624375,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.022
2023-02-10,"Discharge_cumecs","Fungicide.PRM",0.00278349855333333,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.02
2023-02-11,"Discharge_cumecs","Fungicide.PRM",0.00462460525583333,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.019
2023-02-12,"Discharge_cumecs","Fungicide.PRM",0.00185949978541667,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.019
2023-02-13,"Discharge_cumecs","Fungicide.PRM",0.00186257020208333,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.018
2023-02-14,"Discharge_cumecs","Fungicide.PRM",0.000662135,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.259
2023-02-14,"Discharge_cumecs","Fungicide.PRM",0.0057724643226087,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.273
2023-02-15,"Discharge_cumecs","Fungicide.PRM",6.51e-06,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.064
2023-02-15,"Discharge_cumecs","Fungicide.PRM",0.112927668745217,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.204
2023-02-16,"Discharge_cumecs","Fungicide.PRM",5.1e-07,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.078
2023-02-16,"Discharge_cumecs","Fungicide.PRM",0.127996993676957,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.085
2023-02-17,"Discharge_cumecs","Fungicide.PRM",0.0748240003804167,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.049
2023-02-18,"Discharge_cumecs","Fungicide.PRM",0.126384789303333,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.032
2023-02-19,"Discharge_cumecs","Fungicide.PRM",0.0784376188925,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.027
2023-02-20,"Discharge_cumecs","Fungicide.PRM",6.46e-10,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.027
2023-02-20,"Discharge_cumecs","Fungicide.PRM",0.0945542167634782,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.028
2023-02-21,"Discharge_cumecs","Fungicide.PRM",0.0786923303925,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.046
2023-02-22,"Discharge_cumecs","Fungicide.PRM",0.08568108033875,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.045
2023-02-23,"Discharge_cumecs","Fungicide.PRM",0.115895186761667,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.035
2023-02-24,"Discharge_cumecs","Fungicide.PRM",0.0813334935354167,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.034
2023-02-25,"Discharge_cumecs","Fungicide.PRM",0.0968977602854167,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.033
2023-02-26,"Discharge_cumecs","Fungicide.PRM",0.111311417005833,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.033
2023-02-27,"Discharge_cumecs","Fungicide.PRM",0.116036473553333,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.034
2023-02-28,"Discharge_cumecs","Fungicide.PRM",0.10222713599375,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.038
2023-03-01,"Discharge_cumecs","Fungicide.PRM",0.126384789303333,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.039
2023-03-02,"Discharge_cumecs","Fungicide.PRM",0.101821145374583,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.038
2023-03-03,"Discharge_cumecs","Fungicide.PRM",5.7e-10,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.034
2023-03-03,"Discharge_cumecs","Fungicide.PRM",0.114624757515217,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.036
2023-03-04,"Discharge_cumecs","Fungicide.PRM",0.1110003225475,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.036
2023-03-05,"Discharge_cumecs","Fungicide.PRM",0.09720885474375,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.036
2023-03-06,"Discharge_cumecs","Fungicide.PRM",0.132081642428333,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.036
2023-03-07,"Discharge_cumecs","Fungicide.PRM",0.116036473553333,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.038
2023-03-08,"Discharge_cumecs","Fungicide.PRM",0.104953861761667,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.037
2023-03-09,"Discharge_cumecs","Fungicide.PRM",0.110820522553333,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.04
2023-03-10,"Discharge_cumecs","Fungicide.PRM",0.111485618886667,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.058
2023-03-11,"Discharge_cumecs","Fungicide.PRM",0.1611748215,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.122
2023-03-12,"Discharge_cumecs","Fungicide.PRM",0.189047412208333,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.077
2023-03-13,"Discharge_cumecs","Fungicide.PRM",0.145161336,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.157
2023-03-13,"Discharge_cumecs","Fungicide.PRM",0.0973965962146957,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",1.085
2023-03-14,"Discharge_cumecs","Fungicide.PRM",0.183744120875,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.125
2023-03-15,"Discharge_cumecs","Fungicide.PRM",0.139836424416667,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.063
2023-03-16,"Discharge_cumecs","Fungicide.PRM",0.166661292083333,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.06
2023-03-17,"Discharge_cumecs","Fungicide.PRM",5.7e-10,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.06
2023-03-17,"Discharge_cumecs","Fungicide.PRM",0.0815134777382609,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.061
2023-03-18,"Discharge_cumecs","Fungicide.PRM",1.136446625e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.06
2023-03-19,"Discharge_cumecs","Fungicide.PRM",1.15770583333333e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.063
2023-03-20,"Discharge_cumecs","Fungicide.PRM",2.51887725e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.068
2023-03-21,"Discharge_cumecs","Fungicide.PRM",1.136105e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.071
2023-03-22,"Discharge_cumecs","Fungicide.PRM",1.49265541666667e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.097
2023-03-23,"Discharge_cumecs","Fungicide.PRM",2.22781258333333e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.094
2023-03-24,"Discharge_cumecs","Fungicide.PRM",2.90839829166667e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.09
2023-03-25,"Discharge_cumecs","Fungicide.PRM",2.584363e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.087
2023-03-26,"Discharge_cumecs","Fungicide.PRM",1.51425625e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.09
2023-03-27,"Discharge_cumecs","Fungicide.PRM",7.46925583333333e-06,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.094
2023-03-28,"Discharge_cumecs","Fungicide.PRM",1.47105458333333e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.102
2023-03-29,"Discharge_cumecs","Fungicide.PRM",2.56242054166667e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.105
2023-03-30,"Discharge_cumecs","Fungicide.PRM",5.7e-10,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.105
2023-03-30,"Discharge_cumecs","Fungicide.PRM",0.000218332248695652,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.255
2023-03-31,"Discharge_cumecs","Fungicide.PRM",1.81691845833333e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.247
2023-04-01,"Discharge_cumecs","Fungicide.PRM",1.12519070833333e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.132
2023-04-02,"Discharge_cumecs","Fungicide.PRM",4.12089875e-06,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.133
2023-04-03,"Discharge_cumecs","Fungicide.PRM",1.481855e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.13
2023-04-04,"Discharge_cumecs","Fungicide.PRM",1.84920583333333e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.13
2023-04-05,"Discharge_cumecs","Fungicide.PRM",1.84909195833333e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.13
2023-04-06,"Discharge_cumecs","Fungicide.PRM",2.52979154166667e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.122
2023-04-07,"Discharge_cumecs","Fungicide.PRM",5.7e-10,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","Observed",1.359
2023-04-07,"Discharge_cumecs","Fungicide.PRM",0.004582963,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","Observed",3.535
2023-04-07,"Discharge_cumecs","Fungicide.PRM",0.0146627208240909,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",3.788
2023-04-08,"Discharge_cumecs","Fungicide.PRM",8.56e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","Observed",1.182
2023-04-08,"Discharge_cumecs","Fungicide.PRM",2.62e-06,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","Observed",1.039
2023-04-08,"Discharge_cumecs","Fungicide.PRM",2.79e-08,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.203
2023-04-08,"Discharge_cumecs","Fungicide.PRM",0.00133030076933333,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",1.168
2023-04-09,"Discharge_cumecs","Fungicide.PRM",2.18392766666667e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.17
2023-04-10,"Discharge_cumecs","Fungicide.PRM",5.84e-10,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.098
2023-04-10,"Discharge_cumecs","Fungicide.PRM",8.13445782608696e-06,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.109
2023-04-11,"Discharge_cumecs","Fungicide.PRM",2.16232683333333e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.095
2023-04-12,"Discharge_cumecs","Fungicide.PRM",4.12089875e-06,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.082
2023-04-13,"Discharge_cumecs","Fungicide.PRM",1.84943358333333e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.071
2023-04-14,"Discharge_cumecs","Fungicide.PRM",2.52979154166667e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.062
2023-04-15,"Discharge_cumecs","Fungicide.PRM",1.15770583333333e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.059
2023-04-16,"Discharge_cumecs","Fungicide.PRM",1.47139620833333e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.053
2023-04-17,"Discharge_cumecs","Fungicide.PRM",5.7e-10,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.043
2023-04-17,"Discharge_cumecs","Fungicide.PRM",1.85401678571429e-05,"2022-2023","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.046
2023-12-21,"Discharge_cumecs","Fungicide.PRM",0.167527214771,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.008
2023-12-22,"Discharge_cumecs","Fungicide.PRM",5.7e-10,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.009
2023-12-22,"Discharge_cumecs","Fungicide.PRM",0.141719832260435,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.01
2023-12-23,"Discharge_cumecs","Fungicide.PRM",0.0837953102254167,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2023-12-24,"Discharge_cumecs","Fungicide.PRM",6.46e-10,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.009
2023-12-24,"Discharge_cumecs","Fungicide.PRM",0.160936997986957,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2023-12-25,"Discharge_cumecs","Fungicide.PRM",0.0847089592016667,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2023-12-26,"Discharge_cumecs","Fungicide.PRM",0.067782642,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.009
2023-12-26,"Discharge_cumecs","Fungicide.PRM",0.333642338,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.009
2023-12-26,"Discharge_cumecs","Fungicide.PRM",0.127764778233182,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2023-12-27,"Discharge_cumecs","Fungicide.PRM",0.113326540297083,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2023-12-28,"Discharge_cumecs","Fungicide.PRM",0.113279761070833,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2023-12-29,"Discharge_cumecs","Fungicide.PRM",0.146695722725833,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2023-12-30,"Discharge_cumecs","Fungicide.PRM",0.125272942,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.009
2023-12-30,"Discharge_cumecs","Fungicide.PRM",0.067784218,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.009
2023-12-30,"Discharge_cumecs","Fungicide.PRM",0.111758898324091,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2023-12-31,"Discharge_cumecs","Fungicide.PRM",0.087726821035,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2024-01-01,"Discharge_cumecs","Fungicide.PRM",0.028865715,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.009
2024-01-01,"Discharge_cumecs","Fungicide.PRM",0.19809051,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.009
2024-01-01,"Discharge_cumecs","Fungicide.PRM",0.104075700765455,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2024-01-02,"Discharge_cumecs","Fungicide.PRM",0.28880916,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.009
2024-01-02,"Discharge_cumecs","Fungicide.PRM",0.137568573092609,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2024-01-03,"Discharge_cumecs","Fungicide.PRM",0.194699627,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.009
2024-01-03,"Discharge_cumecs","Fungicide.PRM",0.12955893339087,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2024-01-04,"Discharge_cumecs","Fungicide.PRM",0.127811479975417,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2024-01-05,"Discharge_cumecs","Fungicide.PRM",0.126216211,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.009
2024-01-05,"Discharge_cumecs","Fungicide.PRM",0.118302594260435,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2024-01-06,"Discharge_cumecs","Fungicide.PRM",0.182895650082917,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2024-01-07,"Discharge_cumecs","Fungicide.PRM",0.0807774483920833,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2024-01-08,"Discharge_cumecs","Fungicide.PRM",0.1434907439875,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2024-01-09,"Discharge_cumecs","Fungicide.PRM",0.113513657202083,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2024-01-10,"Discharge_cumecs","Fungicide.PRM",0.0916115526183333,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2024-01-11,"Discharge_cumecs","Fungicide.PRM",0.0768459375825,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2024-01-12,"Discharge_cumecs","Fungicide.PRM",0.09865448371375,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2024-01-13,"Discharge_cumecs","Fungicide.PRM",0.117117713427917,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2024-01-14,"Discharge_cumecs","Fungicide.PRM",0.124113865297083,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2024-01-15,"Discharge_cumecs","Fungicide.PRM",0.06778264,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.009
2024-01-15,"Discharge_cumecs","Fungicide.PRM",0.067803506,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.009
2024-01-15,"Discharge_cumecs","Fungicide.PRM",0.155487617168182,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2024-01-16,"Discharge_cumecs","Fungicide.PRM",0.1535983161425,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2024-01-17,"Discharge_cumecs","Fungicide.PRM",0.067910524,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.009
2024-01-17,"Discharge_cumecs","Fungicide.PRM",0.068147801,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.009
2024-01-17,"Discharge_cumecs","Fungicide.PRM",0.0518712039213636,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2024-01-18,"Discharge_cumecs","Fungicide.PRM",0.175266524595,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","PMM Imputations (Discharge)",0.009
2024-01-19,"Discharge_cumecs","Fungicide.PRM",0.022202553,"2023-2024","1370040","Yellow Waterholes Creek at Dahls Road","Observed",0.009
